transaction_id,items
6946,item_K04|item_A02|item_D02|item_I03|item_B05|item_R02|milk|item_J03|item_L02
6947,item_N02|item_L04|item_T05|item_M01
6948,item_K04|item_S04|item_C02|item_B05|item_A02
6949,item_P02|item_E01|tomato|item_H05|item_J04|item_Q03|garlic
6950,item_S02|item_A03|item_T03
6951,item_H02|item_Q04|item_B01
6952,item_K05|item_E03|item_P05|item_N02
6953,item_T03|item_O01|item_I05|item_T05|item_D04|item_E04|chips
6954,garlic|juice|fish|item_I04|item_E04|item_K02|item_K05|item_R02|item_A01
6955,item_N05|tea|salt|chips|item_E02|item_S04|item_T04|item_F04
6956,item_L01|item_G02|item_M01|item_E02|oil|item_C03|item_O05|item_A05
6957,item_S03|item_J01|item_R04|coffee|item_N04|item_H05
6958,item_D02|rice|onion|item_D03|eggs|item_N04|item_F01
6959,item_R05|item_E03|tea|apple|item_F05
6960,yogurt|item_O04|item_A02|item_F01
6961,item_T03|garlic|salt|item_T02|item_E01|item_B04|item_R02|item_S01|item_F01
6962,chips|item_S01|item_D03|yogurt|item_C05|item_A04|item_G01|milk
6963,item_C04|item_O01|item_Q04|item_I03|item_M01|item_B02|item_H01|yogurt
6964,item_E01|item_O02|item_T03|item_C03|item_D04|item_D02
6965,item_Q02|item_F04|item_K04|item_P02
6966,item_L05|item_N04|rice|item_H05|item_J04
6967,eggs|item_G01|item_J01|item_N04|item_B02|juice|item_O04|item_H02
6968,item_L05|item_E04|item_D03|item_C04|item_N05
6969,item_H03|milk|item_J01
6970,item_M02|salt|item_C03|item_C01|item_P05
6971,item_R05|item_P01|yogurt|item_I01|item_E02|item_H01|item_M05|item_T04|item_O04
6972,pasta|item_I02|item_B02|item_T02|item_K04|oil
6973,item_H05|item_J02|item_H04|item_L01
6974,item_L01|item_J04|yogurt|item_C02|item_B05|item_B03|bread|item_J01|item_S04
6975,item_K03|item_I02|cheese|item_E02|item_H01|item_T04|item_A05|eggs
6976,milk|chicken|item_O01|item_B03|item_K03|item_F01|item_O03|juice|item_C03
6977,item_G03|item_J03|item_A05
6978,item_A04|item_F02|item_G03|item_D05|coffee|item_G02|item_P01|item_P05
6979,item_P04|item_B02|eggs|item_O03|item_D02|item_G03|item_B01|item_T01|item_R05|item_I04
6980,item_T01|item_E02|item_G05|item_K04|item_C02|item_Q04|bread|item_A02|item_P01|item_S01
6981,item_E03|bread|item_O03|item_J05|item_D01|item_K03|item_I04
6982,item_E05|item_B03|item_R03|item_G04|sugar|item_A04|item_L01|item_D03|item_I01
6983,tea|eggs|item_O03|item_N03|item_I04|item_S03|item_C01|item_S05|item_A05|item_B02
6984,item_A01|item_H02|item_T03|item_R03|item_E02|item_L04
6985,eggs|item_R01|item_E02|sugar|item_T01|item_T05|item_I05|item_H03|item_O03|item_O02
6986,item_E02|item_F02|item_R02|item_D02|item_Q05|coffee|item_F05|item_E04
6987,item_I04|item_S02|pasta
6988,item_N02|item_D05|bread|item_G03|item_T01|item_B03|item_P05|item_J01
6989,item_P05|item_F01|item_Q04
6990,item_E02|item_K03|item_Q03|item_J02|item_M01|item_P01|item_O01|eggs|item_C01
6991,item_R05|item_M01|item_Q05|item_F01|apple|item_C04|item_S05|item_S01|item_T03
6992,item_T01|item_K04|tomato|item_N02
6993,item_P05|item_F03|onion|item_S03|oil
6994,item_N02|coffee|item_L03
6995,milk|item_D04|item_L04|item_T01|item_F04|item_C03|item_D02|item_G02|item_K05
6996,item_E04|item_K01|item_H02
6997,item_L05|cheese|item_M05|item_B03|item_F03|item_N01|item_S03
6998,item_R05|item_E04|item_O05|rice|item_Q01|item_F01|item_K03|item_P02
6999,item_I03|item_Q04|garlic|item_T02|item_C05|beef|item_F01|item_A05|item_H02|item_G02
7000,orange|item_R02|item_R01|item_D05|item_E04|tea
7001,item_I03|item_R02|item_A05|item_G05|item_N01|butter|cheese
7002,item_T04|item_E03|item_G04|item_B04|chicken
7003,item_I03|item_H02|item_E01
7004,item_P01|tea|chicken
7005,item_G05|item_K03|item_A04|item_D05|oil
7006,banana|chips|chicken|item_D01|item_K03|beef|item_R03|item_A03|item_G05
7007,item_R02|item_C01|item_E04|item_O05|item_C03|item_R01
7008,item_J02|item_R01|item_E03|item_H04
7009,item_T03|item_R04|milk|yogurt|apple|item_Q05|fish|item_I04|item_T02
7010,beef|item_K04|tomato|item_O04|item_S04|apple|item_E02|sugar|item_C01|item_K03
7011,item_E04|item_O05|item_Q01|item_L04|item_A04|rice
7012,item_N05|item_E04|item_K05|item_C02|item_L01|item_L04|item_D04
7013,item_A03|item_T01|item_R04|item_J02|bread|item_T05
7014,item_L03|milk|item_E02
7015,item_C02|item_T05|item_J04
7016,apple|item_B03|salt|item_L03|item_H02|chips|item_P02|item_G01|item_S02
7017,item_S05|item_I02|cheese|onion|juice|item_L02|item_J03
7018,item_M05|item_E02|item_P01
7019,item_M01|item_J02|item_N02
7020,item_L01|item_A04|item_Q04|juice
7021,cheese|item_J04|item_R02|item_F05|item_E05|item_N03|item_M05
7022,item_R04|milk|item_H04|item_N03|item_P04|item_O04|item_H05
7023,item_R01|sugar|item_E03|tomato
7024,item_M05|oil|item_B04|coffee|item_F04|item_R03|cheese|item_S02
7025,item_K01|item_M01|item_R04|item_D03|item_D02|chips|item_K05|item_J01
7026,item_T04|item_B02|fish|item_K03|item_E01|item_L01|item_Q02
7027,item_E03|sugar|rice|item_Q02|item_F04|juice|onion|item_E01|item_B02|oil
7028,cheese|item_S02|item_C02|item_L02
7029,yogurt|item_O05|orange|tea|item_G04
7030,item_C05|item_T04|item_K01
7031,milk|pasta|item_M04|item_I03|item_N04|sugar|item_J03
7032,item_N03|item_H03|chicken|item_R02|item_R04|item_P04|item_H04|yogurt
7033,item_K04|item_T05|item_F03|item_H01|item_P01|item_H03|item_D02|item_Q02|oil|item_L02
7034,item_P01|milk|butter
7035,item_D05|item_J02|item_A01|item_F05|item_B04|juice
7036,item_T01|item_N01|item_I03|item_A05|garlic|item_L02|item_R04
7037,item_T04|yogurt|tea|item_I01|item_Q01|item_G02|item_S04|item_S03|eggs
7038,butter|item_R03|item_J05|item_B05
7039,item_T03|bread|item_H04
7040,tea|item_G05|item_R01|item_H03|item_L03|item_E04|item_J05|item_P01|item_S01|chicken
7041,item_J04|item_J01|item_A03|item_E03|item_S03|item_C03
7042,item_K04|item_O04|item_I02|item_D01|item_Q01|item_C01|beef|item_P05|item_R04|item_E04
7043,yogurt|item_S03|item_A05|item_J04|item_J01|item_K02|item_G01|item_L01|item_E03|item_L02
7044,item_S03|item_E04|item_D05|item_R02
7045,apple|item_R03|tomato|item_N05|item_S03|fish|juice
7046,item_I01|item_S04|item_G04|item_Q05
7047,beef|item_I01|item_M02|butter|oil
7048,item_I02|item_T05|item_L02
7049,item_E03|bread|item_Q01|oil|chips
7050,cheese|item_K02|item_O05|item_M01|item_G05
7051,item_H05|item_H02|item_G03|item_H01|item_I03|item_J04|eggs
7052,juice|item_I03|item_L02|item_L01|item_G02|item_A02|tea|item_H04|item_R02|rice
7053,item_J05|item_T02|item_E04|item_F05|chips|item_T04|item_S05|yogurt|fish|item_G05
7054,item_E01|item_M05|item_S05|beef|item_Q04|pasta
7055,item_E03|item_R04|fish
7056,apple|rice|item_S02|item_D04|item_M05
7057,item_J03|item_K04|item_I04
7058,chicken|apple|item_L05|item_K03|orange|item_O05|item_H03|item_J02|item_T02|item_D01
7059,item_L03|item_P05|item_L02
7060,tea|beef|item_E01|item_N04|item_A01|item_R01|item_P03
7061,item_B05|tomato|oil|chicken|item_F03|item_N04|item_C02
7062,item_K04|item_F04|item_S01|item_M05
7063,item_O05|item_C04|item_A05|item_H05|item_B01|item_L01|item_L04
7064,item_A04|item_N04|onion|item_A03|item_D05|item_F02|item_T02
7065,item_S05|item_L04|item_I02|item_J01
7066,item_F03|item_R03|oil|item_K05|item_C05|item_E01|tomato
7067,salt|item_P04|item_H01
7068,item_B02|eggs|item_Q02|item_P04|item_D03|item_B05|item_G02
7069,item_D04|item_L05|item_J02|apple|item_N01|item_B05|butter
7070,item_N04|item_Q02|item_G03|item_A02|rice|item_R04|item_J01
7071,item_G04|item_J02|pasta|item_M03
7072,item_D05|item_C04|item_K05|milk|item_Q05|item_D01|item_B05|butter
7073,bread|item_M04|item_B03|tea
7074,item_C01|item_G01|item_E02|item_Q05|item_D01|item_H05|item_R02
7075,item_T05|item_B01|item_Q01|item_N03|item_T04|orange|item_A04|item_P01
7076,item_H01|item_C01|item_N03|item_S05
7077,juice|item_K04|item_O02|item_I04|item_R03|item_J02|rice|item_E03|item_P05|item_T05
7078,fish|item_N03|item_G01
7079,item_T05|item_A05|item_H01|item_N03|item_Q05
7080,item_E05|item_G04|item_B04|item_J03|item_K05|sugar|item_S02|orange|item_B05|item_P04
7081,item_C01|item_C04|item_F04|item_A04|item_N03|item_A01
7082,chips|item_F03|coffee|item_S04|item_E03|item_N03|tomato|item_R02
7083,item_K04|apple|item_G03|item_P02|juice|item_T04|item_B02|item_R04|chips|item_M02
7084,item_L01|item_S03|bread|item_J03
7085,item_E05|item_R05|item_C04|onion|item_S05|item_G05|sugar|item_F03|item_N05|cheese
7086,item_Q01|item_C01|item_E01|item_T04
7087,yogurt|juice|item_K03|item_S02|item_A04|item_Q02|chips|item_M04|item_C04|item_F04
7088,chips|item_C02|item_O04
7089,item_L05|item_B04|item_L02|item_R05|item_I01|item_Q01|item_P04|item_O05|oil|item_C03
7090,item_E01|tomato|item_I01|item_A04|item_E05|item_Q02
7091,item_L01|item_B02|item_T04|item_I05|item_F01|yogurt|item_J01
7092,item_A02|item_E04|item_E01|item_J05|item_N03|item_T05
7093,coffee|juice|item_N01|item_G04|item_M03|item_G01|item_M04
7094,item_B02|item_P05|item_H05|item_A05|item_K04|item_O01
7095,onion|item_S02|item_L04|item_B05|item_D03|eggs|cheese
7096,item_E02|item_C04|banana|item_G05|oil
7097,item_T04|item_E01|pasta
7098,item_S03|item_C04|item_F03|tomato
7099,item_D01|item_R04|item_T01|item_Q01|oil|item_P04|rice|item_H03|item_T03
7100,item_S03|item_Q03|item_R01|item_B05|item_K03|cheese
7101,item_T05|item_K05|item_L01|item_L04|item_A03|item_G02|item_I05|item_J03|item_H02
7102,item_P05|item_M01|item_H04|item_G02|item_G03
7103,butter|item_D04|item_C01|item_P05|item_P04|chips|item_B01
7104,item_G04|item_P01|item_M02|item_O03|item_D04|item_M01|banana|item_T03|item_T01|rice
7105,item_M04|juice|item_G01|item_R03|item_A05|item_E03
7106,onion|item_G04|item_I01|item_L04
7107,item_F01|item_S04|item_C02|eggs|item_I05|item_A02|item_C05|item_O04|item_T04
7108,item_P04|item_K02|item_J01|item_L04|item_N02
7109,item_P04|coffee|item_R05|item_D02|item_L05|item_N05|item_I04|yogurt
7110,item_J04|item_M01|cheese|item_K03|item_N04|item_K01|item_R03|item_Q03|item_L03
7111,item_K03|item_I04|pasta|item_O03|item_O04
7112,item_G01|item_G03|item_I01|item_P01|item_M04|coffee|item_N02
7113,item_N01|item_R04|item_A05|item_R02|item_G01|item_F05|item_I01|item_A01|item_L02
7114,item_G04|item_S01|item_G02|item_T04|item_D05|yogurt|item_L05|item_J01|apple
7115,item_F05|item_O05|item_S04|item_S02|item_M01|item_A02
7116,item_S02|item_N04|item_M04|item_Q05|item_O01|item_L03|item_S01|item_I01
7117,item_H01|banana|item_H02|onion|item_E05|item_S05|coffee|beef|bread
7118,item_P01|chicken|item_H04|item_D04|item_K05|item_I04|item_G04|item_C01|item_T05
7119,item_A05|item_S05|item_O04|item_Q03|item_B01|onion|item_O02|pasta|item_K05
7120,item_R01|item_S04|eggs|banana
7121,eggs|item_S04|item_K01|item_N05|item_M02|item_O02|sugar|item_R02
7122,item_M04|tomato|item_E04|beef|item_S03|item_C01|item_M02|item_O01|item_T03
7123,item_G05|item_S02|item_M01|item_I01|item_T01|sugar|item_F04|item_S03|item_N01
7124,butter|item_K02|item_D03|onion|item_F05
7125,item_K04|item_E02|item_I03|item_O03|item_R04|item_A03|item_J02
7126,item_M05|item_N04|item_F02
7127,item_J05|item_I05|tea
7128,item_J04|beef|item_N04|item_F01|item_F03|garlic|item_A05|item_D02
7129,item_D03|item_A04|item_S03|item_I05|eggs|item_A01|item_M02|item_G03|item_P03|item_K01
7130,item_H02|item_G03|chips|item_N03|item_D03|item_J05
7131,item_D03|coffee|oil|item_M02|item_E05|item_D02|item_C04|banana|item_C05|item_K02
7132,item_B05|juice|item_H02|item_C05|item_J04
7133,item_C05|fish|item_B03|item_R03|item_L01|item_F04|item_L05|item_A05
7134,item_H03|item_Q02|item_J04|item_O02|item_C02|item_A05|item_G04|item_I03|item_L05
7135,item_B01|item_E04|item_E01|item_D04|item_P01
7136,item_M04|item_K03|item_S04|item_T05|item_E04|garlic|item_E02|item_E03
7137,item_B04|item_C05|item_Q04|item_F03|item_L01|item_J05|item_F04
7138,item_I04|item_J03|item_S02|item_Q02|item_O05|item_L02|item_J04|item_G05
7139,item_L05|item_H02|item_E02|item_I01|item_D03|item_O04
7140,item_R05|item_I04|item_L03|item_O03
7141,item_P05|item_A02|item_O03|pasta|item_Q03|item_G03|item_M02|item_T05|item_K03|item_R05
7142,item_M05|item_B04|coffee|item_K02|item_E04|item_N05|item_H03
7143,orange|item_S04|eggs
7144,item_P05|eggs|orange
7145,item_K01|item_P01|item_K03|item_N05
7146,item_P03|item_H02|item_E03|salt
7147,item_E05|item_C03|item_H02|item_J05|juice|item_F03|salt|item_H05|item_D04
7148,item_R02|item_B03|item_D02|butter|item_J05
7149,item_T02|item_G05|item_O04
7150,item_H04|item_F01|item_Q04|item_H02|item_T01|item_C05|item_K03|item_H03|item_D05
7151,onion|item_G01|item_C05|item_N01|eggs|item_H03|item_O05|item_R04|item_C03
7152,item_G01|milk|juice|onion|apple
7153,item_I02|salt|item_P04|item_G02
7154,item_Q04|item_B05|item_B01|item_N05
7155,item_I02|item_P03|item_A05|item_B04|item_S03|item_J04|item_H03
7156,item_G02|item_C01|item_L04|item_M04|item_D04|item_C04|pasta
7157,item_H02|milk|item_A01|cheese|item_J04|item_D04
7158,item_A01|item_G02|item_O01|rice|item_O02|onion|item_C02|item_T01|item_T03|item_F03
7159,item_I02|item_I05|oil
7160,item_D03|item_B03|item_S02|chips|item_T02|sugar|apple|item_I02|bread
7161,item_F03|item_I05|item_K02|item_A04|item_N04|item_G02|cheese
7162,item_E04|item_G01|orange|item_D01|item_K02|item_T02
7163,beef|item_H02|item_A05|item_J04
7164,item_D02|item_G02|item_N03
7165,item_B04|item_A05|apple
7166,item_I02|beef|salt|item_P04|item_F02|item_T02|eggs|item_O02|cheese|item_I03
7167,item_A02|item_S01|item_P02|bread|item_K04|item_D02|item_I05|item_H04|cheese
7168,onion|item_T02|item_R04|item_L03|item_M03|item_I01|item_F05|cheese
7169,item_E03|item_H03|item_H02
7170,item_D05|item_P05|item_K01|item_T02|chips|item_L05
7171,item_P03|item_T03|item_G05|banana|item_H04
7172,butter|item_M03|item_J05
7173,item_I03|item_G05|fish|item_N04|item_T05|item_J05|item_N05
7174,chips|item_L03|item_D02
7175,item_Q03|item_Q02|item_K02|item_G05|item_S04|item_G02|item_P03|item_C03
7176,item_E05|item_Q01|item_Q03|item_M01|item_J02|item_B04|item_F02|item_P03|item_P04|milk
7177,tea|item_H05|onion
7178,item_J03|item_O03|item_M01|item_R02|item_S01|orange|item_I01|item_R03|item_K05|item_L04
7179,item_G04|item_C02|item_N02|item_F03|item_D02
7180,item_P04|item_I03|beef|item_N05|item_T02|item_A04|salt|item_C04|chicken|item_P01
7181,item_D05|item_C03|item_A01|eggs|coffee|item_B01|beef|item_O05
7182,item_A01|item_B05|item_O02|item_K04|fish|coffee
7183,item_J03|item_I03|item_G02|item_S04|item_H02|orange
7184,tomato|item_R02|item_P04|item_C05|yogurt|pasta|apple|item_J03
7185,item_L05|item_T03|item_D04|garlic|item_C02
7186,item_O01|item_B02|item_J05|item_R05|item_S04|garlic|item_G03|item_E01|item_H04|rice
7187,item_D04|pasta|sugar|item_D03|item_N03|fish|item_A01
7188,item_H05|item_Q04|item_O05|item_T03
7189,item_I02|item_S03|item_R04|item_C05|item_E05|item_E01|item_B03|item_E04
7190,item_D02|chicken|item_J04|garlic|item_K01|eggs|item_Q02|item_F03|item_N05|item_D05
7191,onion|milk|item_D02|item_B05|item_H04
7192,tea|item_M02|item_H05|item_M03|item_Q05|item_F01
7193,item_S04|rice|chicken|item_P05|item_B04
7194,item_G05|item_T05|item_E05|item_D04|cheese
7195,item_O01|bread|item_S05|garlic|item_M04|item_F03
7196,item_H04|item_I04|item_P03|tea|item_N01|item_Q03
7197,item_E02|item_E03|item_D03|juice|sugar|item_T02|fish
7198,item_F04|item_L03|item_I04|item_H05|fish|item_K03|item_K04|item_J03|item_R05
7199,item_E02|item_O05|item_C03|tomato|item_K04|item_N05|item_N03|rice|item_C05
7200,item_J01|item_F04|item_K03|pasta|salt|sugar|item_Q05|eggs|item_E05|item_A02
7201,tomato|item_Q02|salt|item_H04|oil|item_J01|item_H01|item_N01
7202,item_A02|item_T05|item_J02|item_H01|item_B04|item_T01|item_B05|item_E01|item_J01
7203,item_N03|item_M04|item_F04
7204,yogurt|item_C02|item_D02|item_Q04|item_F01|item_L04|bread|item_T02|item_G04|fish
7205,item_P04|item_F04|item_J01|item_C04|salt|item_B04|item_N01|chips|item_S03|item_T02
7206,item_Q04|item_J01|item_A02|item_G04|tea|item_B02
7207,bread|item_B03|item_E05|item_I02|item_D05|item_G05|item_B04
7208,item_P02|item_B02|item_F05|rice|item_Q02|item_N05
7209,salt|yogurt|eggs|item_F04
7210,item_C05|item_L02|item_P03|item_S03|item_D04|item_G05|cheese
7211,yogurt|item_B03|item_C02
7212,item_T02|milk|item_C01|item_N02|item_Q03|item_F01|item_I03|item_C04|item_H03|item_R05
7213,item_I01|item_H01|item_Q03|item_N05|item_S05|item_I02|item_H02|item_T04
7214,item_N02|item_H05|item_K05
7215,item_N04|garlic|item_L01|onion|item_T04|item_P02|item_S04|item_E01|salt|item_E03
7216,item_C03|item_E03|apple|item_N02|item_O01|chicken
7217,juice|item_S02|item_N04|banana|item_B04
7218,item_G01|juice|item_L01|item_K03
7219,item_G05|item_L04|item_E03|tea|item_D05|item_O05
7220,butter|item_G02|item_P05|item_N05|item_B01|item_E03|item_F04|sugar|item_H05|item_A04
7221,item_N05|item_F03|sugar|item_T04|item_P04|item_L01|onion|item_B04
7222,item_T01|item_P05|item_O03
7223,item_H01|beef|item_C05
7224,item_O05|item_J04|item_A04|item_I05|item_K03|juice|item_G03|item_M04|item_M01|salt
7225,item_K04|item_J01|item_O03|item_I02|item_D05|item_H03|item_H02|item_A02|juice|item_Q04
7226,item_I01|item_D03|item_Q02
7227,item_T04|item_M05|item_F02|item_T02|item_D03
7228,item_J04|item_O01|item_F04|item_R03
7229,item_T01|item_I05|item_G05|item_H01
7230,chips|item_L01|item_I04|eggs
7231,tea|item_K01|item_G05|item_I02|beef|item_I01|item_T01|item_T02|item_D04|juice
7232,item_G02|item_R01|item_O05|item_H03
7233,item_R01|chips|salt|item_A01|rice
7234,item_S02|item_D02|fish|item_J04
7235,item_R03|item_D05|item_G05|item_C03|item_M04|item_C05|item_M02|item_B01|apple
7236,item_B05|item_K02|item_N05|item_F05|item_I04|item_K01
7237,item_K03|item_G05|item_C04|item_R02|bread|item_C01
7238,item_N03|item_L05|item_B05|item_C02|sugar|item_H03|item_A04|item_P02|item_B02|chips
7239,tea|item_Q01|item_L04|butter
7240,item_L05|item_D02|item_T04|item_K05|item_B04
7241,item_C05|item_E01|item_K03|item_B01|tea|item_D03|item_E04
7242,item_M01|sugar|item_R05|item_I04|item_C02|item_R03|item_B05
7243,item_P05|pasta|item_A01|garlic|item_F03|item_B01|item_Q03
7244,item_T05|eggs|coffee|item_M05|item_Q03
7245,item_F05|item_G03|item_F01|item_R05|item_K04|apple|pasta|item_J02|item_T03|item_N01
7246,chips|item_O02|item_S05|item_C04|item_H01|salt
7247,item_N03|item_R03|chips|item_R01|item_I01
7248,item_K01|item_I01|item_B02|item_P03|item_N01|item_O01|item_J03|item_K02|item_C02|item_A01
7249,sugar|item_D05|item_S03|item_A01|item_F01|item_A05
7250,item_R02|item_J03|item_E05|item_T03|item_G01|item_B02|item_D04
7251,item_D05|item_M04|item_A01|item_L05|item_E04|banana|salt|item_R02|item_S03
7252,item_S03|item_F04|item_R04|beef|orange|item_L04|garlic|item_I02|item_S01|item_R05
7253,item_C04|item_K03|oil|item_G04
7254,item_G05|item_K04|item_E03|item_D03|item_M01
7255,item_M04|item_S01|item_K01
7256,item_F03|bread|item_H04
7257,tea|item_Q05|item_N05|item_J04|beef|oil|item_P01|item_F02
7258,item_C02|item_P05|item_K03|item_F03
7259,item_K05|item_T04|item_J02|item_B02|item_M01|item_H02|item_S05|item_N01|item_R04
7260,item_S03|salt|item_S01|item_M01|item_S04|item_R02|item_H03|item_R05|beef|item_E01
7261,item_F04|item_D05|item_T01|item_N03|item_J01|rice|item_K03|apple|item_M02
7262,item_J05|pasta|item_D04|banana|item_F03|item_N03|item_B01|item_C01|item_O03|item_T01
7263,item_B05|item_O02|item_D05|item_N02|item_B03|item_C03|item_C02|item_D03|item_F05|bread
7264,item_H02|item_Q02|item_F02|item_R02|item_T05
7265,item_R01|item_M03|item_K04|cheese|item_R03|item_S03|item_N04|item_K05|item_S01|item_P02
7266,item_H02|item_G03|rice
7267,item_M01|item_O04|item_L03|item_C02|item_Q05|item_M04|chicken
7268,item_N01|item_R05|item_N02|item_A04|item_I02|item_Q03|item_F04
7269,item_D05|item_J04|item_I03|item_P04|fish|item_M02|item_K05
7270,item_J03|tomato|item_B02|item_N02|item_G05|item_E05|item_H04|item_F01|item_H01|item_D03
7271,yogurt|item_P04|item_T02|item_C02|item_M05|chips|item_P03|item_J01|item_L02
7272,item_Q05|item_F02|fish|item_G05|item_B04|item_T01|item_O02
7273,item_P04|item_B01|item_T02|garlic|item_N04|item_K02|item_A02
7274,item_G01|item_Q01|oil|item_M02
7275,fish|item_R02|item_O01|oil|cheese|item_E02
7276,item_C01|item_F05|item_N05
7277,item_L03|item_Q04|tomato|item_S01|butter|onion|item_G02|item_Q01|orange
7278,item_H04|item_O01|juice
7279,item_K02|item_L01|item_A03|item_K04|item_P04|item_T05|garlic|item_R02|item_S05
7280,onion|item_E04|eggs|item_C01
7281,item_Q05|item_H04|banana|beef
7282,item_K04|bread|item_P05|tomato
7283,pasta|item_S03|item_T04|item_A05|item_Q03|item_I01
7284,item_T01|item_C02|item_K03
7285,item_N03|item_T03|item_L02|item_R04|bread|item_E05|item_I03|item_A05|item_D03|garlic
7286,item_G01|item_M05|item_F02|item_F01
7287,item_M03|item_B02|item_D02|item_S04|beef|item_A01|item_L03
7288,item_T02|item_L03|beef|item_F03|item_B03
7289,item_C05|item_G04|item_T04|item_P02|item_D05|oil|item_E04|item_J01|item_S02|item_Q03
7290,orange|banana|item_O02|tomato|item_B02|item_M03|oil|item_S05|item_D02|item_M02
7291,item_K03|item_E01|rice|item_A05
7292,item_E04|rice|item_S05|orange|item_A02|item_F04|item_M04|item_P01|pasta|item_C05
7293,item_F02|item_A02|item_E03|item_J05
7294,item_K04|item_J02|item_N02|coffee
7295,item_J05|item_D04|item_Q01|item_F04|item_J01|item_N04|item_A04|item_D02
7296,item_T02|item_I04|item_R02|item_C04|item_P02|item_F02|pasta
7297,onion|item_J03|item_I04
7298,item_C03|fish|item_A05|item_E04|oil
7299,item_F03|item_E01|item_J04|item_R03|item_G04|banana|item_T03|item_P04|item_L03
7300,item_G03|butter|item_P03|tea|item_H03
7301,item_E05|banana|item_D01|item_L04|item_N03
7302,item_S03|item_T01|item_J05
7303,item_N02|item_J02|item_I03|bread|rice|tomato|item_B01|apple|cheese
7304,juice|fish|item_O04|item_F04|item_R01|item_I05|item_C03
7305,item_E03|item_K01|item_B04|item_N01|item_R01|item_R03
7306,orange|item_G03|item_O01|item_R03|item_T01|item_J01
7307,item_F04|item_G04|item_P03|item_S01|item_H04|juice|item_R05|item_T01
7308,item_O01|banana|eggs
7309,item_B03|yogurt|item_S03|item_P03|item_M05
7310,item_G05|item_L01|item_P04|banana|cheese|juice|butter|item_H01
7311,item_I01|item_Q03|item_J04|item_E03
7312,item_M02|item_Q03|item_N05|item_F05
7313,item_I04|item_A03|item_H04|yogurt|item_B05
7314,item_M02|item_I04|item_D02
7315,item_R03|item_O03|item_Q03|item_F02|item_R05|item_J04
7316,item_S04|item_S02|butter|item_F05|item_P01
7317,item_D01|oil|item_S04|item_C01|item_O04
7318,item_A02|item_H03|rice|item_J01|item_C03|item_M02
7319,item_J02|item_A05|item_R01|chips|item_I01|oil|item_E05
7320,item_E04|item_E02|item_T02
7321,item_P05|item_B04|item_S02|item_M01|juice|item_A05|item_S05|item_Q03|oil
7322,item_H01|banana|item_F01|sugar|item_T04|item_S03|item_O02|item_N04
7323,item_G01|item_B02|item_M02|item_M03|item_S05|item_M01
7324,item_I03|item_B02|item_S04|item_E05|beef|coffee|item_C01|item_F02|item_A01|item_D05
7325,item_Q04|item_T04|item_K02|item_I04|item_Q02|item_A04
7326,item_N05|item_J04|beef
7327,item_E02|item_C03|beef
7328,eggs|item_F02|rice|item_Q02|bread
7329,item_F03|item_S03|item_B05
7330,item_P03|item_F04|item_P05
7331,item_D01|item_G01|item_G03|item_D04|item_M02
7332,item_I03|item_O01|item_F05|apple|item_E05|bread
7333,item_K04|garlic|item_R01|item_G02
7334,item_K01|item_L01|item_Q03|item_D01
7335,item_H01|item_G05|item_A05|item_M02|item_K05|item_D02
7336,item_A01|item_K03|onion
7337,item_Q01|item_G01|item_F05|item_H05|item_G05|item_Q04|item_P01|item_J01|bread
7338,item_O04|item_L01|item_A03|item_D05|item_B05|item_F05|fish
7339,cheese|item_C02|item_I02|item_R03|item_K05|item_D02
7340,item_S01|item_H02|item_I04|item_M02|item_I05|item_J05
7341,item_K04|item_L03|item_J03|item_D02|item_J05|item_L04|item_I03|item_S04|item_C04|item_L02
7342,item_S02|item_D05|chips|item_K03|item_P01
7343,item_Q02|item_F04|item_A04|coffee|item_S05|item_D02|yogurt|item_E02|rice|item_G02
7344,item_I05|item_F02|item_M01
7345,item_K01|item_P01|item_E01|item_P03|item_I02|item_L03|item_D04|fish|item_H05
7346,item_D04|item_G05|item_I02|item_K04|item_M04
7347,item_O01|item_F03|item_I03|item_N03|item_N02|item_I04|orange|oil
7348,tomato|item_C05|item_K01|item_N04|item_S03|item_C02|item_F04|salt|item_P04|item_T05
7349,tomato|butter|eggs|item_L05|item_P05|item_O01|item_T03|item_A01
7350,item_N01|item_I04|item_K02|item_J05|butter|item_M01|item_G01|item_Q04|item_J02|item_Q02
7351,orange|pasta|item_B03|item_C04|item_K03|item_P02|item_R01|item_L01
7352,item_E03|item_Q02|pasta|cheese|item_O02|item_R04|item_M03|item_K04
7353,item_F02|cheese|item_N05|item_T01
7354,item_S02|onion|item_J02|item_C03|item_D03|item_P05|item_J03|item_T03|fish
7355,butter|item_N02|pasta|item_O05|item_S03
7356,item_P02|item_T05|item_I05|item_P03|item_E04|item_G03|item_R05|cheese
7357,item_H01|rice|item_I03|oil|item_J02|item_P04|chicken|item_P02|item_A05
7358,item_K04|item_F05|item_H05
7359,item_C05|item_D02|item_H03|rice|item_R04
7360,rice|item_L01|pasta|item_T05|item_M05|item_C05|item_H03
7361,oil|apple|item_K04|item_I04|item_P04
7362,item_S05|item_E02|item_P03|item_D04|item_Q05|item_M01|item_A02|item_R04|item_E03|item_L02
7363,item_S05|item_J03|garlic|item_E01|item_T04
7364,item_R03|item_B03|item_R04|item_Q03|item_C02|rice|item_K04|item_M02|item_B05|item_O02
